product_id,category_code,brand
1480395,computers.desktop,alser
1004901,electronics.smartphone,oppo
1004814,electronics.smartphone,honor
6600833,computers.components.memory,kingston
1004858,electronics.smartphone,samsung
1005118,electronics.smartphone,apple
1005205,electronics.smartphone,oppo
1003312,electronics.smartphone,apple
12600037,appliances.kitchen.grill,redmond
1004035,electronics.smartphone,nokia
1003991,electronics.smartphone,lg
1802025,electronics.video.tv,samsung
1801691,electronics.video.tv,samsung
1004750,electronics.smartphone,samsung
1802036,electronics.video.tv,kivi
1701452,computers.peripherals.monitor,lg
1801723,electronics.video.tv,tcl
1005157,electronics.smartphone,xiaomi
1801848,electronics.video.tv,tcl
4501776,appliances.kitchen.hob,midea
1004655,electronics.smartphone,samsung
2402065,appliances.kitchen.hood,midea
4400411,appliances.kitchen.coffee_machine,smeg
1004794,electronics.smartphone,xiaomi
1004363,electronics.smartphone,apple
1002633,electronics.smartphone,apple
1005288,electronics.smartphone,xiaomi
1802140,electronics.video.tv,dexp
1480393,computers.desktop,lenovo
1002540,electronics.smartphone,apple
1004720,electronics.smartphone,huawei
3701244,appliances.environment.vacuum,elenberg
1005073,electronics.smartphone,samsung
5100610,electronics.clocks,apple
2900844,appliances.kitchen.microwave,panasonic
2702053,appliances.kitchen.refrigerators,lg
2500566,appliances.kitchen.oven,asel
1700716,computers.peripherals.monitor,asus
1002524,electronics.smartphone,apple
9101200,computers.peripherals.mouse,rapoo
9200557,computers.peripherals.keyboard,x-game
1004831,electronics.smartphone,oneplus
1004946,electronics.smartphone,oneplus
1005232,electronics.smartphone,xiaomi
5100737,electronics.clocks,samsung
5100376,electronics.clocks,xiaomi
4400280,appliances.kitchen.coffee_machine,braun
1802123,electronics.video.tv,artel
1005201,electronics.smartphone,samsung
1004227,electronics.smartphone,apple
1004238,electronics.smartphone,apple
6301587,appliances.kitchen.kettle,scarlett
1004060,electronics.smartphone,xiaomi
1002542,electronics.smartphone,apple
28401071,accessories.bag,respect
8800599,electronics.telephone,texet
1004209,electronics.smartphone,samsung
21405817,electronics.clocks,casio
1005112,electronics.smartphone,apple
1004957,electronics.smartphone,xiaomi
1004496,electronics.smartphone,meizu
3601524,appliances.kitchen.washer,samsung
1306359,computers.notebook,acer
1802078,electronics.video.tv,samsung
1801881,electronics.video.tv,samsung
1801960,electronics.video.tv,haier
1801860,electronics.video.tv,kivi
14100630,electronics.audio.acoustic,stagg
1004250,electronics.smartphone,apple
9101306,computers.peripherals.mouse,asus
100015364,electronics.clocks,xiaomi
3601343,appliances.kitchen.washer,samsung
100023739,computers.desktop,dell
28300593,accessories.wallet,karya
3600165,appliances.kitchen.washer,indesit
1005014,electronics.smartphone,samsung
3600231,appliances.kitchen.washer,midea
3700704,appliances.environment.vacuum,bosch
1002545,electronics.smartphone,apple
2702331,appliances.kitchen.refrigerators,lg
1005109,electronics.smartphone,apple
3601494,appliances.kitchen.washer,beko
1801901,electronics.video.tv,samsung
1307151,computers.notebook,lenovo
5800218,electronics.audio.subwoofer,pioneer
1307067,computers.notebook,lenovo
21409343,electronics.clocks,casio
1005031,electronics.smartphone,xiaomi
2800159,appliances.kitchen.refrigerators,midea
4600475,appliances.kitchen.dishwasher,bosch
3601154,appliances.kitchen.washer,shivaki
1701031,computers.peripherals.monitor,qmax
1005263,electronics.smartphone,oppo
3701134,appliances.environment.vacuum,bosch
28401470,accessories.bag,karya
11700227,electronics.audio.acoustic,m-audio
6400281,computers.components.cpu,intel
30900148,computers.components.cooler,pccooler
1003532,electronics.smartphone,samsung
1005266,electronics.smartphone,xiaomi
1004462,electronics.smartphone,huawei
1801873,electronics.video.tv,kivi
29100066,appliances.personal.massager,gezatone
1700018,computers.peripherals.monitor,acer
3700756,appliances.environment.vacuum,samsung
5801656,electronics.audio.subwoofer,element
5100328,electronics.clocks,xiaomi
1004887,electronics.smartphone,oppo
1307236,computers.notebook,lenovo
1700954,computers.peripherals.monitor,samsung
5100772,electronics.clocks,acme
1004848,electronics.smartphone,huawei
1003613,electronics.smartphone,doogee
1004888,electronics.smartphone,samsung
4804137,electronics.audio.headphone,huawei
3101045,appliances.kitchen.blender,redmond
1307229,computers.notebook,lenovo
8801100,electronics.telephone,nokia
2702628,appliances.kitchen.refrigerators,arg
100005538,appliances.kitchen.oven,arg
1005203,electronics.smartphone,xiaomi
21800090,computers.peripherals.mouse,x-game
1004256,electronics.smartphone,apple
1005225,electronics.smartphone,samsung
1002547,electronics.smartphone,apple
4802401,electronics.audio.headphone,samsung
1004850,electronics.smartphone,huawei
1004619,electronics.smartphone,zte
1480310,computers.desktop,hp
2401741,appliances.kitchen.hood,midea
11600072,computers.desktop,microlab
1004766,electronics.smartphone,samsung
1307187,computers.notebook,acer
1004199,electronics.smartphone,xiaomi
3601069,appliances.kitchen.washer,atlant
1801929,electronics.video.tv,samsung
19300054,appliances.ironing_board,nika
1801906,electronics.video.tv,tcl
21406487,electronics.clocks,armani
1005165,electronics.smartphone,xiaomi
1005004,electronics.smartphone,huawei
8700033,appliances.personal.hair_cutter,remington
4804418,electronics.audio.headphone,sony
1004213,electronics.smartphone,xiaomi
100003668,computers.notebook,asus
1004246,electronics.smartphone,apple
4804055,electronics.audio.headphone,apple
1801631,electronics.video.tv,artel
29100044,appliances.personal.massager,vitek
1802009,electronics.video.tv,samsung
1306889,computers.notebook,dell
1004835,electronics.smartphone,samsung
6200950,appliances.environment.air_heater,willmark
1004743,electronics.smartphone,xiaomi
3700913,appliances.environment.vacuum,vitek
1004723,electronics.smartphone,huawei
4803551,electronics.audio.headphone,ritmix
1802089,electronics.video.tv,artel
1003310,electronics.smartphone,apple
1005121,electronics.smartphone,apple
1480163,computers.desktop,acer
3800021,appliances.iron,braun
3200353,appliances.kitchen.meat_grinder,vitek
8800920,electronics.telephone,texet
1802101,electronics.video.tv,arg
1004867,electronics.smartphone,xiaomi
3601085,appliances.kitchen.washer,candy
3601124,appliances.kitchen.washer,haier
1307044,computers.notebook,lenovo
1802125,electronics.video.tv,artel
17800089,computers.desktop,zeta
1005174,electronics.smartphone,samsung
5100849,electronics.clocks,huawei
1003499,electronics.smartphone,oneplus
17800696,computers.desktop,zeta
3101044,appliances.kitchen.blender,braun
4502709,appliances.kitchen.hob,electrolux
1004739,electronics.smartphone,xiaomi
1005182,electronics.smartphone,samsung
1005130,electronics.smartphone,apple
1801563,electronics.video.tv,sony
2701286,appliances.kitchen.refrigerators,samsung
1306266,computers.notebook,hp
3601455,appliances.kitchen.washer,beko
1004961,electronics.smartphone,oppo
1004735,electronics.smartphone,sony
5100343,electronics.clocks,apple
1005287,electronics.smartphone,xiaomi
28300565,accessories.wallet,petek
1003549,electronics.smartphone,samsung
21411820,electronics.clocks,tissot
2702611,appliances.kitchen.refrigerators,arg
10900168,appliances.kitchen.mixer,kitfort
1801272,electronics.video.tv,artel
1307401,computers.notebook,asus
2800594,appliances.kitchen.refrigerators,indesit
1004245,electronics.smartphone,apple
3600937,appliances.kitchen.washer,samsung
2501419,appliances.kitchen.oven,bosch
6200338,appliances.environment.air_heater,ballu
21800167,computers.peripherals.mouse,xiaomi
22400121,electronics.audio.microphone,m-audio
4804572,electronics.audio.headphone,apple
1305948,computers.notebook,hp
1005134,electronics.smartphone,apple
1005238,electronics.smartphone,oppo
2500360,appliances.kitchen.oven,bosch
1307279,computers.notebook,lenovo
1801658,electronics.video.tv,sony
1401564,computers.desktop,avalon
1307345,computers.notebook,acer
1005104,electronics.smartphone,apple
1201565,electronics.tablet,apple
1307539,computers.notebook,asus
28401082,accessories.bag,respect
10900356,appliances.kitchen.mixer,maxwell
1201513,electronics.tablet,samsung
1307545,computers.notebook,lenovo
1005260,electronics.smartphone,oppo
21406511,electronics.clocks,armani
1801892,electronics.video.tv,yasin
1801904,electronics.video.tv,samsung
3601605,appliances.kitchen.washer,lg
3701453,appliances.environment.vacuum,vitek
1802136,electronics.video.tv,horizont
1306653,computers.notebook,lenovo
3701135,appliances.environment.vacuum,xiaomi
17800168,computers.desktop,aerocool
1004934,electronics.smartphone,vivo
8800753,electronics.telephone,nokia
3600986,appliances.kitchen.washer,atlantic
3601376,appliances.kitchen.washer,candy
1003316,electronics.smartphone,apple
1005196,electronics.smartphone,xiaomi
8700526,appliances.personal.hair_cutter,moser
1802033,electronics.video.tv,kivi
1801958,electronics.video.tv,sony
1005186,electronics.smartphone,samsung
3600661,appliances.kitchen.washer,samsung
5100266,electronics.clocks,wonlex
2702277,appliances.kitchen.refrigerators,lg
3700952,appliances.environment.vacuum,bosch
2702565,appliances.kitchen.refrigerators,dauscher
4804409,electronics.audio.headphone,elari
11000159,appliances.kitchen.toster,smeg
1004777,electronics.smartphone,xiaomi
1005254,electronics.smartphone,xiaomi
1004709,electronics.smartphone,huawei
1005243,electronics.smartphone,vivo
4600129,appliances.kitchen.dishwasher,bosch
1005188,electronics.smartphone,prestigio
1005234,electronics.smartphone,xiaomi
1004661,electronics.smartphone,samsung
1005140,electronics.smartphone,apple
1005066,electronics.smartphone,xiaomi
8800891,electronics.telephone,bq
21411805,electronics.clocks,tissot
1480712,computers.desktop,pulser
8801085,electronics.telephone,nokia
1005204,electronics.smartphone,xiaomi
1306922,computers.notebook,asus
4802614,electronics.audio.headphone,rombica
1306522,computers.notebook,lenovo
100005358,appliances.kitchen.hob,midea
6500909,computers.components.motherboard,gigabyte
8801082,electronics.telephone,nobby
1005177,electronics.smartphone,samsung
3701439,appliances.environment.vacuum,bosch
2701422,appliances.kitchen.refrigerators,haier
3900971,appliances.environment.water_heater,ariston
2701539,appliances.kitchen.refrigerators,bosch
5100721,electronics.clocks,huawei
1201231,electronics.tablet,huawei
1801513,electronics.video.tv,haier
2501010,appliances.kitchen.oven,artel
2900576,appliances.kitchen.microwave,lg
2900299,appliances.kitchen.microwave,horizont
10900311,appliances.kitchen.mixer,galaxy
1004133,electronics.smartphone,xiaomi
2900536,appliances.kitchen.microwave,elenberg
4501474,appliances.kitchen.hob,gorenje
2701994,appliances.kitchen.refrigerators,samsung
1005117,electronics.smartphone,apple
21410926,electronics.clocks,swatch
2501515,appliances.kitchen.oven,luxell
3601448,appliances.kitchen.washer,lg
1005289,electronics.smartphone,vivo
21411478,electronics.clocks,armani
1303355,computers.notebook,hp
1304410,computers.notebook,apple
6701116,computers.components.videocards,pny
18200008,electronics.audio.acoustic,lg
2501799,appliances.kitchen.oven,elenberg
1004904,electronics.smartphone,huawei
1005127,electronics.smartphone,apple
1004505,electronics.smartphone,xiaomi
1005144,electronics.smartphone,apple
2502063,appliances.kitchen.oven,hansa
3601523,appliances.kitchen.washer,midea
4802870,electronics.audio.headphone,jbl
3700127,appliances.environment.vacuum,lg
21401322,electronics.clocks,casio
5000475,appliances.sewing_machine,janome
1307597,computers.notebook,asus
4802885,electronics.audio.headphone,xiaomi
1701383,computers.peripherals.monitor,acer
1307075,computers.notebook,asus
1500075,computers.peripherals.printer,canon
1005099,electronics.smartphone,samsung
2701683,appliances.kitchen.refrigerators,beko
1307135,computers.notebook,hp
3200324,appliances.kitchen.meat_grinder,bosch
2701639,appliances.kitchen.refrigerators,indesit
1005113,electronics.smartphone,apple
8700347,appliances.personal.hair_cutter,rowenta
5000149,appliances.sewing_machine,bernina
1004426,electronics.smartphone,samsung
1801555,electronics.video.tv,lg
5100571,electronics.clocks,apple
1003599,electronics.smartphone,oppo
3601244,appliances.kitchen.washer,lg
1005132,electronics.smartphone,apple
1004741,electronics.smartphone,xiaomi
1307074,computers.notebook,acer
1307480,computers.notebook,lenovo
1004768,electronics.smartphone,samsung
3600666,appliances.kitchen.washer,samsung
1801830,electronics.video.tv,yasin
3800985,appliances.iron,tefal
5100562,electronics.clocks,apple
1003317,electronics.smartphone,apple
1002538,electronics.smartphone,apple
18900070,electronics.camera.photo,canon
3800979,appliances.iron,tefal
1801539,electronics.video.tv,lg
3700766,appliances.environment.vacuum,samsung
1701040,computers.peripherals.monitor,hp
2800678,appliances.kitchen.refrigerators,midea
2400216,appliances.kitchen.hood,bosch
3701096,appliances.environment.vacuum,galaxy
9900009,electronics.video.projector,epson
1307327,computers.notebook,hp
1307116,computers.notebook,hp
1802077,electronics.video.tv,blaupunkt
1002532,electronics.smartphone,apple
1004714,electronics.smartphone,haier
1005145,electronics.smartphone,apple
3900486,appliances.environment.water_heater,ariston
3700580,appliances.environment.vacuum,thomas
3800051,appliances.iron,braun
5100576,electronics.clocks,apple
3200111,appliances.kitchen.meat_grinder,bosch
1801971,electronics.video.tv,lg
1004240,electronics.smartphone,apple
1500463,computers.peripherals.printer,hp
4201416,appliances.environment.air_conditioner,samsung
1005139,electronics.smartphone,apple
1003706,electronics.smartphone,huawei
1307073,computers.notebook,acer
1004871,electronics.smartphone,samsung
4900131,appliances.kitchen.juicer,bosch
4500290,appliances.kitchen.hob,bosch
1801835,electronics.video.tv,artel
6200524,appliances.environment.air_heater,tefal
1004869,electronics.smartphone,xiaomi
1005175,electronics.smartphone,samsung
11000056,appliances.kitchen.toster,bosch
1003313,electronics.smartphone,apple
1004892,electronics.smartphone,zte
5000487,appliances.sewing_machine,janome
21401547,electronics.clocks,casio
5100467,electronics.clocks,elari
6400240,computers.components.cpu,amd
2800615,appliances.kitchen.refrigerators,atlant
1802003,electronics.video.tv,ergo
1802010,electronics.video.tv,yasin
1005122,electronics.smartphone,apple
3600975,appliances.kitchen.washer,artel
3600253,appliances.kitchen.washer,midea
3701084,appliances.environment.vacuum,xiaomi
8800713,electronics.telephone,prestigio
8800944,electronics.telephone,nokia
1004748,electronics.smartphone,huawei
1801226,electronics.video.tv,yasin
6200014,appliances.environment.air_heater,electrolux
1306198,computers.notebook,apple
4600559,appliances.kitchen.dishwasher,beko
1004948,electronics.smartphone,oneplus
2502287,appliances.kitchen.oven,asel
3900080,appliances.environment.water_heater,thermex
1005233,electronics.smartphone,xiaomi
2500289,appliances.kitchen.oven,bosch
6200691,appliances.environment.air_heater,oasis
1004234,electronics.smartphone,apple
5000448,appliances.sewing_machine,bernina
3200388,appliances.kitchen.meat_grinder,moulinex
1003709,electronics.smartphone,samsung
5000565,appliances.sewing_machine,janome
1800930,electronics.video.tv,sony
1004886,electronics.smartphone,oppo
1004653,electronics.smartphone,samsung
3601405,appliances.kitchen.washer,beko
21411950,electronics.clocks,pierrelannier
9101156,computers.peripherals.mouse,defender
21400996,electronics.clocks,casio
4600623,appliances.kitchen.dishwasher,flavia
1003772,electronics.smartphone,huawei
2702347,appliances.kitchen.refrigerators,lg
11600018,computers.desktop,sven
1306183,computers.notebook,acer
2501270,appliances.kitchen.oven,hansa
5100564,electronics.clocks,samsung
4501324,appliances.kitchen.hob,bosch
6800473,computers.components.hdd,geil
1304409,computers.notebook,apple
2501953,appliances.kitchen.oven,artel
1002101,electronics.smartphone,samsung
3200321,appliances.kitchen.meat_grinder,redmond
11700003,electronics.audio.acoustic,sony
11200451,appliances.personal.scales,huawei
1002786,electronics.smartphone,apple
1307543,computers.notebook,lenovo
3701162,appliances.environment.vacuum,bosch
9100607,computers.peripherals.mouse,crown
1500440,computers.peripherals.printer,epson
1004876,electronics.smartphone,xiaomi
2900032,appliances.kitchen.microwave,samsung
14100123,electronics.audio.acoustic,yamaha
1307202,computers.notebook,dell
28401323,accessories.bag,karya
1307053,computers.notebook,apple
1307076,computers.notebook,asus
1307183,computers.notebook,lenovo
2502052,appliances.kitchen.oven,artel
4802036,electronics.audio.headphone,apple
1004574,electronics.smartphone,samsung
4801876,electronics.audio.headphone,apple
1004944,electronics.smartphone,samsung
1307444,computers.notebook,asus
1004210,electronics.smartphone,samsung
1005133,electronics.smartphone,apple
1005284,electronics.smartphone,samsung
1401906,computers.desktop,basic
1005070,electronics.smartphone,vivo
1401260,computers.desktop,acer
3701088,appliances.environment.vacuum,bosch
1004252,electronics.smartphone,apple
1004342,electronics.smartphone,meizu
6701148,computers.components.videocards,msi
1005018,electronics.smartphone,huawei
5100878,electronics.clocks,samsung
1005278,electronics.smartphone,meizu
1307308,computers.notebook,hp
1003305,electronics.smartphone,apple
100002235,computers.notebook,lenovo
21406646,electronics.clocks,tissot
1307237,computers.notebook,lenovo
1802026,electronics.video.tv,samsung
4803399,electronics.audio.headphone,jbl
1004247,electronics.smartphone,apple
1005001,electronics.smartphone,huawei
4501747,appliances.kitchen.hob,beko
2900386,appliances.kitchen.microwave,horizont
4804270,electronics.audio.headphone,defender
1500345,computers.peripherals.printer,ricoh
4400214,appliances.kitchen.coffee_machine,scarlett
3700912,appliances.environment.vacuum,samsung
36000025,appliances.kitchen.kettle,rondell
1004260,electronics.smartphone,apple
6400286,computers.components.cpu,amd
5800013,electronics.audio.subwoofer,mystery
1002549,electronics.smartphone,apple
4803977,electronics.audio.headphone,samsung
5200136,computers.ebooks,pocketbook
1801623,electronics.video.tv,lg
6301417,appliances.kitchen.kettle,tefal
1004793,electronics.smartphone,xiaomi
1005069,electronics.smartphone,vivo
1802106,electronics.video.tv,arg
1802092,electronics.video.tv,artel
1802061,electronics.video.tv,lg
21411639,electronics.clocks,versace
6301402,appliances.kitchen.kettle,willmark
1005101,electronics.smartphone,xiaomi
1307144,computers.notebook,hp
1002528,electronics.smartphone,apple
4501190,appliances.kitchen.hob,beko
4500013,appliances.kitchen.hob,hansa
1306948,computers.notebook,hp
3100267,appliances.kitchen.blender,vitek
2702631,appliances.kitchen.refrigerators,midea
2702494,appliances.kitchen.refrigerators,dauscher
1802096,electronics.video.tv,xiaomi
1801747,electronics.video.tv,olto
1480691,computers.desktop,hp
1480446,computers.desktop,pulser
1002987,electronics.smartphone,xiaomi
17800397,computers.desktop,cnd
4400408,appliances.kitchen.coffee_machine,smeg
6700784,computers.components.videocards,sapphire
5800299,electronics.audio.subwoofer,alpine
4803779,electronics.audio.headphone,elari
1005180,electronics.smartphone,samsung
3700709,appliances.environment.vacuum,karcher
1004992,electronics.smartphone,oppo
9500129,computers.peripherals.camera,huawei
1305005,computers.notebook,xiaomi
2700609,appliances.kitchen.refrigerators,indesit
100005575,appliances.kitchen.refrigerators,midea
5100337,electronics.clocks,apple
1307310,computers.notebook,acer
2700162,appliances.kitchen.refrigerators,atlant
1004205,electronics.smartphone,xiaomi
1005256,electronics.smartphone,xiaomi
2800426,appliances.kitchen.refrigerators,haier
1801559,electronics.video.tv,philips
1004708,electronics.smartphone,huawei
3801134,appliances.iron,elenberg
3700753,appliances.environment.vacuum,samsung
5800285,electronics.audio.subwoofer,morel
19300100,appliances.ironing_board,nika
1002974,electronics.smartphone,huawei
17800692,computers.desktop,zeta
3100583,appliances.kitchen.blender,redmond
2800595,appliances.kitchen.refrigerators,dauscher
100014465,appliances.kitchen.meat_grinder,polaris
1307572,computers.notebook,acer
5100466,electronics.clocks,elari
4800774,electronics.audio.headphone,samsung
1802047,electronics.video.tv,lg
1004704,electronics.smartphone,bq
1700579,computers.peripherals.monitor,samsung
14300088,electronics.audio.music_tools.piano,yamaha
21403742,electronics.clocks,casio
3601282,appliances.kitchen.washer,bosch
1003965,electronics.smartphone,samsung
8700218,appliances.personal.hair_cutter,braun
1005236,electronics.smartphone,oppo
1004307,electronics.smartphone,honor
5100883,electronics.clocks,garmin
3601367,appliances.kitchen.washer,artel
3700567,appliances.environment.vacuum,thomas
3600163,appliances.kitchen.washer,indesit
1002536,electronics.smartphone,apple
6300275,appliances.kitchen.kettle,panasonic
1801905,electronics.video.tv,samsung
6800865,computers.components.hdd,samsung
9100636,computers.peripherals.mouse,logitech
2701306,appliances.kitchen.refrigerators,samsung
2900011,appliances.kitchen.microwave,samsung
3900840,appliances.environment.water_heater,haier
5100570,electronics.clocks,apple
100004042,appliances.kitchen.oven,bosch
3601474,appliances.kitchen.washer,lg
1307062,computers.notebook,asus
1600587,computers.peripherals.printer,epson
3700683,appliances.environment.vacuum,tefal
3800934,appliances.iron,philips
2900561,appliances.kitchen.microwave,midea
3700559,appliances.environment.vacuum,karcher
4802273,electronics.audio.headphone,samsung
1005246,electronics.smartphone,nokia
1306954,computers.notebook,lenovo
3700278,appliances.environment.vacuum,samsung
1480494,computers.desktop,acer
2402022,appliances.kitchen.hood,oasis
3600182,appliances.kitchen.washer,midea
3601549,appliances.kitchen.washer,samsung
1802104,electronics.video.tv,arg
3100268,appliances.kitchen.blender,maxwell
2400163,appliances.kitchen.hood,hansa
1004446,electronics.smartphone,samsung
21411759,electronics.clocks,danielklein
1005007,electronics.smartphone,xiaomi
1005195,electronics.smartphone,xiaomi
1500431,computers.peripherals.printer,canon
1801305,electronics.video.tv,haier
6400260,computers.components.cpu,intel
3900002,appliances.environment.water_heater,ariston
21404681,electronics.clocks,orient
3700715,appliances.environment.vacuum,artel
28400705,accessories.bag,muqajankz
51000033,appliances.environment.vacuum,zubr
1005264,electronics.smartphone,xiaomi
11100162,appliances.personal.scales,saturn
6200013,appliances.environment.air_heater,electrolux
28300063,accessories.wallet,picard
1480326,computers.desktop,neo
5100853,electronics.clocks,apple
1005089,electronics.smartphone,tecno
3701349,appliances.environment.vacuum,scarlett
1480733,computers.desktop,pulser
1307478,computers.notebook,lenovo
1801967,electronics.video.tv,lg
1005065,electronics.smartphone,xiaomi
6201362,appliances.environment.air_heater,domasnijocag
1802024,electronics.video.tv,samsung
3100117,appliances.kitchen.blender,panasonic
4801028,electronics.audio.headphone,xiaomi
