product_id,popularity,category_code,brand,price,interaction_count,predicted_score,final_score
1003313,115,electronics.smartphone,apple,926.8184444444445,45,93.18796522753212,101.91277913651928
1003314,34,electronics.smartphone,apple,951.3940909090908,22,38.763791564172465,36.858274938503484
1003315,62,electronics.smartphone,apple,964.51625,24,43.42229259925127,50.85337555955076
1003316,1577,electronics.smartphone,apple,953.7510040705563,737,1740.769988935929,1675.2619933615574
1003317,4174,electronics.smartphone,apple,955.924067085954,1908,4604.260321510783,4432.15619290647
1003318,539,electronics.smartphone,apple,1057.8580076628352,261,598.1911387140173,574.5146832284104
1003319,600,electronics.smartphone,apple,1067.8720075757574,264,604.7134450562943,602.8280670337765
1003328,25,electronics.smartphone,nokia,573.17,25,48.658816486751846,39.19528989205111
1003338,1,electronics.smartphone,xiaomi,172.07,1,-6.273447861628812,-3.364068716977287
1003339,49,electronics.smartphone,xiaomi,202.17073170731706,41,93.9090216578725,75.9454129947235
1003341,1,electronics.smartphone,honor,244.51,1,-7.099199055902234,-3.8595194335413407
1003347,47,electronics.smartphone,xiaomi,119.69,37,85.47773022680752,70.08663813608452
1003363,18,electronics.smartphone,apple,563.46,10,12.20319329253942,14.521915975523651
1003368,2,electronics.smartphone,sony,244.54,2,-4.59638510727995,-1.95783106436797
1003371,5,electronics.smartphone,sony,411.59,5,1.192744333635945,2.715646600181567
1003374,4,electronics.smartphone,sony,308.63,4,-0.29000698451861506,1.425995809288831
1003391,17,electronics.smartphone,meizu,406.07176470588234,17,30.88070076954255,25.32842046172553
1003409,1,electronics.smartphone,honor,244.51,1,-7.099199055902234,-3.8595194335413407
1003415,3,electronics.smartphone,meizu,326.96,3,-2.9639725844293614,-0.5783835506576167
1003416,39,electronics.smartphone,meizu,408.6017948717949,39,85.20278610474571,66.72167166284743
1003418,7,electronics.smartphone,honor,180.16,7,8.73115308184165,8.03869184910499
1003428,58,electronics.smartphone,meizu,408.59437499999996,48,107.44724379397906,87.66834627638744
1003439,1,electronics.smartphone,gionee,74.65,1,-5.0290038138934,-2.61740228833604
1003441,62,electronics.smartphone,nokia,468.2807692307692,52,116.23787112302887,94.54272267381731
1003442,1,electronics.smartphone,sony,205.85,1,-6.669080321553001,-3.6014481929318003
1003447,30,electronics.smartphone,nokia,111.8315,20,42.5792135125644,37.54752810753864
1003456,3,electronics.smartphone,vertex,102.71,3,-0.3372513274238331,0.9976492035457003
1003461,40,electronics.smartphone,xiaomi,434.5476470588235,34,72.46119592264233,59.476717553585395
1003475,33,electronics.smartphone,google,769.332258064516,31,61.27209874707743,49.96325924824646
1003484,40,electronics.smartphone,xiaomi,169.32125,32,71.87913331136102,59.12747998681661
1003489,143,electronics.smartphone,huawei,208.58445544554453,101,244.71353323915616,204.02811994349372
1003493,1,electronics.smartphone,xiaomi,198.01,1,-6.5789041289042345,-3.5473424773425406
1003499,67,electronics.smartphone,oneplus,461.43510204081633,49,108.97789134883698,92.18673480930218
1003503,2,electronics.smartphone,vertex,95.32,2,-2.7713933935965955,-0.8628360361579572
1003509,6,electronics.smartphone,xiaomi,175.02333333333334,6,6.28064249686703,6.168385498120218
1003523,60,electronics.smartphone,zte,136.43,36,82.6102600344415,73.56615602066489
1003524,43,electronics.smartphone,huawei,231.38,27,58.22027609749589,52.13216565849753
1003525,164,electronics.smartphone,oneplus,424.72517857142856,112,265.2861423934107,224.77168543604643
1003527,13,electronics.smartphone,xiaomi,200.8446153846154,13,23.54079865327702,19.324479191966212
1003528,1,electronics.smartphone,xiaomi,139.83,1,-5.8786232527733056,-3.127173951663983
1003532,30,electronics.smartphone,samsung,329.202,20,39.27666598333123,35.56599958999874
1003533,423,electronics.smartphone,samsung,452.55579766536965,257,622.8884373570389,542.9330624142234
1003534,61,electronics.smartphone,samsung,480.2548484848485,33,69.3517512671763,66.01105076030578
1003535,280,electronics.smartphone,samsung,481.10795454545456,176,421.20637120378626,364.72382272227173
1003547,1,electronics.smartphone,vertex,94.64,1,-5.296884899521557,-2.778130939712934
1003548,35,electronics.smartphone,samsung,282.84,19,37.42053332007888,36.45231999204733
1003549,300,electronics.smartphone,samsung,407.43838709677414,186,449.2874860954412,389.5724916572647
1003551,35,electronics.smartphone,xiaomi,437.59,29,60.09331179971871,50.055987079831226
1003566,29,electronics.smartphone,xiaomi,483.36931034482757,29,59.48905060987263,47.29343036592358
1003570,1,electronics.smartphone,xiaomi,201.65,1,-6.620895393185487,-3.572537235911292
1003571,40,electronics.smartphone,xiaomi,250.86999999999998,40,90.45446381670018,70.27267829002011
1003572,1,electronics.smartphone,xiaomi,141.57,1,-5.900361591696802,-3.140216955018081
1003592,17,electronics.smartphone,meizu,151.05555555555554,9,14.166182681641267,15.299709608984761
1003599,84,electronics.smartphone,oppo,231.66999999999996,72,171.12875304539725,136.27725182723836
1003609,6,electronics.smartphone,meizu,126.13,6,6.935027688613758,6.561016613168255
1003610,1,electronics.smartphone,meizu,118.9,1,-5.613297893373423,-2.967978736024054
1003611,5,electronics.smartphone,meizu,151.02,5,4.073999835926564,4.444399901555938
1003612,1,electronics.smartphone,meizu,214.4,1,-6.766288684377335,-3.6597732106264007
1003613,42,electronics.smartphone,doogee,156.09588235294115,34,77.17361710488154,63.10417026292893
1003614,53,electronics.smartphone,doogee,154.19,45,104.98262707158472,84.18957624295084
1003632,3,electronics.smartphone,doogee,89.83999999999999,3,-0.1617985933346313,1.1029208439992213
1003636,30,electronics.smartphone,xiaomi,483.38,30,61.94381922050837,49.16629153230502
1003645,1,electronics.smartphone,nokia,128.96,1,-5.741711604180133,-3.04502696250808
1003656,21,electronics.smartphone,xiaomi,227.67714285714288,21,43.231955245060064,34.339173147036036
1003657,1,electronics.smartphone,samsung,120.7,1,-5.636394848311926,-2.9818369089871553
1003665,70,electronics.smartphone,xiaomi,134.084,50,118.06630946389643,98.83978567833786
1003687,1,electronics.smartphone,honor,154.42,1,-6.05938293502304,-3.235629761013824
1003705,36,electronics.smartphone,huawei,154.42,34,77.20577913379199,60.72346748027519
1003706,255,electronics.smartphone,huawei,179.27525139664806,179,442.7365722376825,367.64194334260947
1003707,19,electronics.smartphone,huawei,167.0690909090909,11,18.98397885400847,18.990387312405083
1003709,193,electronics.smartphone,samsung,725.4719205298013,151,350.6643445083456,287.59860670500734
1003712,1115,electronics.smartphone,samsung,603.2095194085028,541,1311.1947731993328,1232.7168639195997
1003713,20,electronics.smartphone,samsung,720.46,16,25.642553059265104,23.385531835559064
1003714,23,electronics.smartphone,samsung,717.0273333333333,15,23.25929394058727,23.155576364352363
1003715,13,electronics.smartphone,samsung,818.3,11,13.190506889500512,13.114304133700307
1003716,42,electronics.smartphone,samsung,720.5572222222222,18,30.450351492265497,35.070210895359295
1003726,36,electronics.smartphone,sony,128.4131818181818,22,47.35812478280406,42.814874869682434
1003734,25,electronics.smartphone,lg,204.64,15,28.512407859659163,27.1074447157955
1003738,1,electronics.smartphone,samsung,120.7,1,-5.636394848311926,-2.9818369089871553
1003746,3,electronics.smartphone,sony,304.75,3,-2.740140630045751,-0.4440843780274504
1003747,74,electronics.smartphone,sony,288.2551851851852,54,124.71873997472878,104.43124398483727
1003750,8,electronics.smartphone,sony,231.64,4,0.5590566463404123,3.5354339878042476
1003752,60,electronics.smartphone,sony,257.38,34,75.31427278491628,69.18856367094978
1003756,7,electronics.smartphone,nokia,72.28,7,10.240215478793377,8.944129287276027
1003760,6,electronics.smartphone,sony,488.56,4,-1.9001348577572212,1.2599190853456677
1003765,2,electronics.smartphone,sony,254.83,2,-4.708948244378612,-2.025368946627167
1003768,160,electronics.smartphone,huawei,443.99607843137255,102,240.00181816767412,208.00109090060445
1003769,81,electronics.smartphone,huawei,477.0587323943662,71,162.79208498457578,130.07525099074547
1003770,46,electronics.smartphone,huawei,289.9344444444444,36,79.74378021153248,66.24626812691949
1003771,37,electronics.smartphone,huawei,231.37999999999997,21,43.17545931503427,40.70527558902056
1003772,54,electronics.smartphone,huawei,257.12,30,65.30836035798214,60.78501621478928
1003774,1,electronics.smartphone,nokia,370.2,1,-8.330379596031817,-4.59822775761909
1003777,25,electronics.smartphone,nokia,254.83,25,52.83271904319225,41.69963142591535
1003778,22,electronics.smartphone,nokia,254.83,16,30.312029223730725,26.987217534238436
1003793,3,electronics.smartphone,meizu,225.42,3,-1.875453142296128,0.07472811462232332
1003794,2,electronics.smartphone,bq,57.89,2,-2.257067126578166,-0.5542402759468994
1003798,24,electronics.smartphone,nokia,630.65,24,45.65640921240465,36.99384552744279
1003800,1086,electronics.smartphone,apple,805.4735596707819,486,1154.414455624527,1127.0486733747161
1003801,200,electronics.smartphone,apple,660.6090625,96,219.60725863486243,211.76435518091745
1003802,1,electronics.smartphone,apple,913.54,1,-10.71021844004504,-6.026131064027023
1003803,18,electronics.smartphone,apple,1011.2449999999999,12,15.135179808128385,16.28110788487703
1003807,5,electronics.smartphone,irbis,65.21,1,-4.900251926927318,-0.9401511561563907
1003811,106,electronics.smartphone,honor,160.14573170731708,82,198.28661802766112,161.37197081659667
1003815,2,electronics.smartphone,huawei,772.19,2,-8.158757506324699,-4.09525450379482
1003845,1,electronics.smartphone,meizu,140.78,1,-5.890497960895571,-3.1342987765373427
1003852,26,electronics.smartphone,samsung,229.07,20,40.70296665560424,34.82177999336255
1003854,2,electronics.smartphone,samsung,200.52,2,-4.095495438943637,-1.6572972633661818
1003855,55,electronics.smartphone,xiaomi,139.74866666666668,45,105.29508615144238,85.17705169086543
1003856,38,electronics.smartphone,xiaomi,141.37911764705882,34,77.45760149755591,61.67456089853355
1003859,3,electronics.smartphone,samsung,251.43999999999997,3,-2.170295893014404,-0.1021775358086423
1003860,20,electronics.smartphone,samsung,223.42999999999998,12,20.719469103184565,20.43168146191074
1003861,1,electronics.smartphone,samsung,226.52,1,-6.902058004979259,-3.7412348029875555
1003862,18,electronics.smartphone,xiaomi,253.4338888888889,18,35.336004666390764,28.401602799834457
1003864,76,electronics.smartphone,oppo,231.67,64,151.04498318479898,121.0269899108794
1003866,1,electronics.smartphone,samsung,104.78,1,-5.430295583657438,-2.8581773501944627
1003867,1,electronics.smartphone,meizu,123.3,1,-5.669664517309948,-3.0017987103859687
1003869,53,electronics.smartphone,xiaomi,187.89567567567568,37,84.12417931279634,71.67450758767781
1003870,48,electronics.smartphone,xiaomi,178.361875,32,71.71215254452338,62.227291526714026
1003877,85,electronics.smartphone,prestigio,58.49976744186046,43,102.02558523789673,95.21535114273803
1003878,26,electronics.smartphone,prestigio,50.875,20,43.64266341034611,36.585598046207664
1003879,448,electronics.smartphone,huawei,583.3864423076923,312,749.8563946553562,629.1138367932137
1003883,38,electronics.smartphone,xiaomi,182.4385,20,41.42259133145328,40.05355479887197
1003890,17,electronics.smartphone,xiaomi,204.31466666666665,15,28.51709340880725,23.91025604528435
1003892,6,electronics.smartphone,xiaomi,144.63666666666666,6,6.682783766420497,6.409670259852299
1003894,144,electronics.smartphone,lg,358.78406249999995,96,227.59950676764018,194.1597040605841
1003896,30,electronics.smartphone,xiaomi,477.84999999999997,28,57.10410576266914,46.262463457601484
1003898,35,electronics.smartphone,oneplus,570.6216129032258,31,63.30454399350371,51.98272639610222
1003899,1,electronics.smartphone,oneplus,987.52,1,-10.664589051869175,-5.9987534311215045
1003901,29,electronics.smartphone,xiaomi,498.32919999999996,25,49.49258011572188,41.295548069433124
1003906,32,electronics.smartphone,huawei,128.73785714285714,28,62.527200673669206,50.31632040420152
1003907,39,electronics.smartphone,huawei,151.87,33,74.72996746115422,60.43798047669253
1003910,37,electronics.smartphone,nokia,123.992,25,55.02389711561931,47.81433826937159
1003911,35,electronics.smartphone,samsung,177.1,35,79.29398572713075,61.57639143627845
1003912,1,electronics.smartphone,samsung,180.18,1,-6.3701175552953035,-3.422070533177182
1003921,19,electronics.smartphone,prestigio,49.25692307692308,13,25.85522485679897,23.11313491407938
1003931,10,electronics.smartphone,texet,67.18,6,7.775469320653938,8.665281592392363
1003934,77,electronics.smartphone,lg,361.0786274509804,51,115.7682761372862,100.2609656823717
1003936,41,electronics.smartphone,xiaomi,423.0042857142857,35,75.09955198881559,61.45973119328936
1003938,2,electronics.smartphone,meizu,203.35,2,-4.1286406531422974,-1.6771843918853782
1003942,103,electronics.smartphone,xiaomi,188.53363636363636,77,184.86262398326392,152.11757438995835
1003943,57,electronics.smartphone,xiaomi,170.79268292682926,41,94.54148915439845,79.52489349263907
1003947,4,electronics.smartphone,inoi,63.475,4,2.7473206085232906,3.2483923651139746
1003948,23,electronics.smartphone,inoi,47.370666666666665,15,30.9772367694899,27.786342061693937
1003949,15,electronics.smartphone,inoi,53.035384615384615,13,25.793015052124538,21.47580903127472
1003951,2,electronics.smartphone,samsung,200.59,2,-4.096316849057671,-1.6577901094346024
1003952,1,electronics.smartphone,samsung,178.38,1,-6.348753825133956,-3.4092522950803734
1003954,24,electronics.smartphone,oneplus,644.8665,20,35.84267618247046,31.10560570948228
1003956,6,electronics.smartphone,texet,67.95,2,-2.397530471096669,0.9614817173419989
1003965,360,electronics.smartphone,samsung,610.7784408602151,186,440.0561023739025,408.03366142434146
1003966,21,electronics.smartphone,samsung,715.3353333333333,15,23.269646426813633,22.361787856088178
1003969,14,electronics.smartphone,meizu,89.84,8,12.517801671549165,13.1106810029295
1003973,106,electronics.smartphone,samsung,573.7148529411764,68,153.44877562761977,134.46926537657185
1003978,3,electronics.smartphone,oneplus,645.7966666666666,3,-5.297038611631299,-1.978223166978779
1003981,6,electronics.smartphone,doogee,70.83833333333332,6,7.721675705551313,7.0330054233307875
1003982,33,electronics.smartphone,huawei,115.63,21,45.04648122437676,40.227888734626056
1003983,3,electronics.smartphone,huawei,102.94,3,-0.3403624581246607,0.9957825251252037
1003984,26,electronics.smartphone,huawei,115.66199999999999,10,17.202835412852963,20.721701247711778
1003988,4,electronics.smartphone,nokia,128.42,4,1.8479558682410246,2.708773520944615
1003989,3,electronics.smartphone,nokia,165.21,3,-1.151165120309173,0.5093009278144963
1003991,88,electronics.smartphone,lg,220.4775,60,141.26787569701136,119.96072541820682
1003992,60,electronics.smartphone,lg,227.3586956521739,46,105.96121493448743,87.57672896069246
1003993,2,electronics.smartphone,vertex,105.28,2,-2.9044333591386633,-0.9426600154831979
1003997,15,electronics.smartphone,xiaomi,251.8,15,27.851321795619576,22.710793077371743
1004014,20,electronics.smartphone,nokia,204.64,12,20.975337429391992,20.585202457635194
1004015,30,electronics.smartphone,samsung,694.72,22,40.26765832620732,36.160594995724395
1004016,127,electronics.smartphone,samsung,641.5567901234568,81,183.68146863595305,161.00888118157184
1004024,54,electronics.smartphone,xiaomi,149.72166666666666,24,52.04644421104507,52.82786652662704
1004026,235,electronics.smartphone,xiaomi,146.8748854961832,131,322.69289610067085,287.6157376604025
1004033,6,electronics.smartphone,meizu,203.35,6,5.919225672396552,5.951535403437932
1004034,1,electronics.smartphone,xiaomi,122.75,1,-5.662635829082255,-2.997581497449353
1004035,36,electronics.smartphone,nokia,144.55884615384613,26,57.18691685543321,48.71215011325992
1004036,1,electronics.smartphone,nokia,166.02,1,-6.200639559446695,-3.320383735668017
1004038,292,electronics.smartphone,xiaomi,162.71166666666667,162,400.5092349656155,357.1055409793693
1004042,127,electronics.smartphone,xiaomi,144.83876712328765,73,175.9710466529112,156.38262799174672
1004059,85,electronics.smartphone,xiaomi,376.3313432835821,67,155.14499514581635,127.0869970874898
1004060,147,electronics.smartphone,xiaomi,324.2371134020619,97,231.10136852864593,197.46082111718758
1004062,29,electronics.smartphone,xiaomi,371.60185185185185,27,56.067443656136135,45.240466193681684
1004077,76,electronics.smartphone,xiaomi,406.08696428571426,56,127.274199449328,106.7645196695968
1004078,25,electronics.smartphone,xiaomi,406.4288235294118,17,30.876574570755892,28.525944742453536
1004080,25,electronics.smartphone,xiaomi,405.70157894736843,19,35.82583268688315,31.49549961212989
1004085,4,electronics.smartphone,bq,55.4225,4,2.8635903726201377,3.3181542235720825
1004089,1,electronics.smartphone,bq,102.93,1,-5.406079508923582,-2.843647705354149
1004090,2,electronics.smartphone,irbis,45.965,2,-2.0884415071907894,-0.45306490431447344
1004093,2,electronics.smartphone,irbis,56.995000000000005,2,-2.244491273411029,-0.5466947640466173
1004094,1,electronics.smartphone,bq,102.94,1,-5.406210555560696,-2.8437263333364173
1004096,2,electronics.smartphone,bq,102.94,2,-2.873321310244845,-0.923992786146907
1004097,21,electronics.smartphone,texet,117.82,11,19.701346535424403,20.22080792125464
1004098,1,electronics.smartphone,bq,72.05,1,-4.993686438831133,-2.5962118632986795
1004099,1,electronics.smartphone,bq,72.05,1,-4.993686438831133,-2.5962118632986795
1004100,1,electronics.smartphone,bq,72.05,1,-4.993686438831133,-2.5962118632986795
1004101,3,electronics.smartphone,bq,72.05,3,0.08514196881897362,1.2510851812913844
1004103,1,electronics.smartphone,bq,91.5,1,-5.255234793313761,-2.7531408759882567
1004104,23,electronics.smartphone,bq,199.5952380952381,21,43.66763659480678,35.40058195688407
1004107,2,electronics.smartphone,bq,86.02000000000001,2,-2.6457194874423307,-0.7874316924653983
1004111,1,electronics.smartphone,bq,121.73,1,-5.649587845002531,-2.989752707001519
1004112,3,electronics.smartphone,bq,121.73,1,-5.649587845002531,-2.1897527070015186
1004114,1,electronics.smartphone,bq,91.49,1,-5.255101894691716,-2.7530611368150297
1004121,1,electronics.smartphone,meizu,257.15,1,-7.234579004401259,-3.940747402640755
1004122,1,electronics.smartphone,bq,73.58,1,-5.014482606938266,-2.6086895641629595
1004124,1,electronics.smartphone,bq,63.39,1,-4.875263120644429,-2.5251578723866572
1004128,1,electronics.smartphone,bq,73.49,1,-5.013260351958392,-2.6079562111750354
1004129,132,electronics.smartphone,xiaomi,144.16885416666668,96,234.1796057301444,193.30776343808665
1004133,820,electronics.smartphone,xiaomi,142.04849740932642,386,971.237854754245,910.7427128525469
1004136,33,electronics.smartphone,xiaomi,140.26857142857142,21,44.63004445097687,39.97802667058612
1004138,5,electronics.smartphone,xiaomi,171.38,5,3.8092821330228457,4.285569279813707
1004139,90,electronics.smartphone,xiaomi,100.84899999999999,50,118.83618432696673,107.30171059618003
1004140,46,electronics.smartphone,xiaomi,113.65055555555556,36,83.06813818148976,68.24088290889385
1004142,27,electronics.smartphone,xiaomi,215.14079999999998,25,53.46812214639072,42.88087328783443
1004143,47,electronics.smartphone,xiaomi,147.69,41,95.01734328128319,75.81040596876991
1004144,28,electronics.smartphone,xiaomi,153.61208333333335,24,51.979730635314716,42.38783838118883
1004145,55,electronics.smartphone,xiaomi,173.69885714285715,35,79.35886301395723,69.61531780837433
1004147,114,electronics.smartphone,xiaomi,95.36945945945946,74,179.89341834420193,153.53605100652115
1004149,23,electronics.smartphone,xiaomi,328.6394736842105,19,36.797503860831775,31.278502316499065
1004152,24,electronics.smartphone,meizu,115.83,14,27.32399842585985,25.99439905551591
1004155,158,electronics.smartphone,meizu,107.36142857142856,84,204.92558184938719,186.1553491096323
1004156,43,electronics.smartphone,xiaomi,143.78135135135136,37,84.99103163003772,68.19461897802263
1004157,3,electronics.smartphone,samsung,756.7800000000001,3,-5.723028620452862,-2.2338171722717166
1004158,424,electronics.smartphone,samsung,737.8215748031496,254,598.8282746205189,528.8969647723113
